aspectRatioType,calligraphy,cert,created,date,date_H,date_M,element,foldingMethod,fond,from,fulltext,huve,item,lang,lineage,memo,nameFull,note,note-mine,note-relation,note-sumamry,note-summary,note-summery,note-translation,number,openingPhrase,persName,placeFull,placeName,relationWithAnotherItems,stamp_c,stamp_o,title,transcription,type,type_formatted,witness
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN8991-div1-zone_knf_vyx_wkb,,summary_Croatian,summary,
,,,1837-04-05,1837-04-05,,,div1,,,,"işbu bin iki yüz elli iki senesinde der ...
          ... fī ...
        


...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9325-div1-zone_bws_lhm_ylb,,EMIN,emin,
,,,2050-12-30,1837-04-05,,,div1,,,,"...
          1252. Nno 13.",,,,,,,,,,,,,,,,,,,,,,DSCN9325-div1-zone_kmy_jhm_ylb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2270-div1-zone_mym_51g_dmb,,mürāsele,mürāsele,
,,,1855-12-01,1855-12-01,,,div1,,,,"... fi'l-yevmi'l-sānī ve'l-ʿaşrūn min şehr-i Rebi'ü'l-evvel
          sene isnā ve sabʿīn ve mieteyn ve elif



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0329-div1-zone_mz2_z4l_kkb,,hüccet,hüccet,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0329-div1-zone_ojq_2pl_kkb,,summary_Crotatian,summary,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2483-4-div1-zone_dcx_hhb_2mb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2483-4-div1-zone_d1c_23b_2mb,,sened,sened,
,,,1815-12-01,1815-12-01,,,div1,,,,"işbu bin iki yüz otuz senesinde der ... 
          



...",,,,,,,,,,,,,,,,,,,,,,DSCN9319-div1-zone_yvh_h2m_ylb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9319-div1-zone_ay4_j2m_ylb,,note,note,
,,,2050-12-30,1815-12-01,,,div1,,,,"... 1230.
          Nno 10.",,,,,,,,,,,,,,,,,,,,,,DSCN9319-div1-zone_tmc_f2m_ylb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2483-5-div1- zone_scm_nhb_2mb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2483-5-div1-zone_nwt_j3b_2mb,,sened,sened,
,,,1793-11-03,1793-11-03,,,div1,,,,"... hurira fī 29 Ra sene 1208




...",,,,,,,,,,,,,,,,,,,,,,DSCN2259-div1-zone_p1x_b5f_dmb,,tezkire,tezkire,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2259-div1-zone_ldv_25f_dmb,,summary_Croatian,summary,
,,,1831-06-09,1831-06-09,,,div1,,,,"... sene 1246



...",,,,,,,,,,,,,,,,,,,,,,DSCN1988-div1-zone_dst_tmp_zlb,,tapu_nāme,tapu,
,,,2050-12-30,1839,,,div1,,,,... 1839 ...,,,,,,,,,,,,,,,,,,,,,,DSCN1988-div1-zone_rt1_ymp_zlb,,summary_Croatian,summary,
,,,1866-09-16,1866-09-16,,,div1,,,,"... fī 7 Cemaziye'l-evvel sene 1283



...",,,,,,,,,,,,,,,,,,,,,,DSCN1750-div1-zone_wyx_ygh_cjb,,tapu_senedi_sūret,tapu,
,,,2050-12-30,,,,div1,,,,Nno 17.,,,,,,,,,,,,,,,,,,,,,,DSCN1750-div1-zone_n4q_jhh_cjb,,summary_Croatian,summary,
,,date_cert_low,1791-01-12,1791-01-12,,,div1,,,,"... fī 8 Ca sene 1205



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN8984-div1-zone_lpz_ztx_wkb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN8984-div1-zone_g2k_wtx_wkb,,summary_Croatian,summary,
,,,1819-05-27,1819-10-18|1819-05-27,,,div1,,,,"işbu bin iki yüz otuz dört senesinde der ... 
fī 3 Ş sene 1234



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN0300-div1-zone_pgr_t1n_2kb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0300-div1-zone_sr4_x1n_2kb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2271-div1-zone_hyn_gbg_dmb,,tezkire,tezkire,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2271-div1-zone_gfm_jbg_dmb,,unknown,unknown,
,,date_cert_medium,2050-12-30,1804,,,div1,,,,"...
          1804.",,,,,,,,,,,,,,,,,,,,,,DSCN2271-div1-zone_tzc_kbg_dmb,,summary_Croatian,summary,
,,,2050-12-30,1856-01-17,,,div1,,,,... fī evā’il C 1272,,,,,,,,,,,,,,,,,,,,,,DSCN0466-div1-zone_ntf_vdc_2mb,,hatt-ı_hümāyūn_sūret,hatt-ı_hümāyūn,
,,,1838-10-21,1838-10-21,,,div1,,,,"... fī 3 Ş sene 254




...",,,,,,,,,,,,,,,,,,,,,,DSCN2265-div1-zone_f3x_sxf_dmb,,tezkire,tezkire,
,,,1847-09-30,1847-12-07|1847-09-30,,,div1,,,,"işbu bin iki yüz altmış üç senesinde der ...
          ... fī 20 L sene 263



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0314-div1-zone_bkw_jz4_2kb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0314-div1-zone_vtl_pz4_2kb,,summary_Croatian,summary,
,,,1769-03-25,1769-03-25,,,div1,,,,"ve hurira fi'l-yevmi'l-sāmin ʿaşr min Zı'l-kaʿda sene isnain ve semanin ve mie ve elif



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN0499-div1-zone_sjy_3sc_2mb,,hüccet,hüccet,
,,,2050-12-30,1769,,,div1,,,,... 1769 ...,,,,,,,,,,,,,,,,,,,,,,DSCN0499-div1-zone_u4s_2tc_2mb,,summary_Croatian,summary,
,,date_cert_medium,1852-02-11,1852-02-11,,,div1,,,,"... fī 20 R sene 68



...




...




...




...




...",,,,,,,,,,,,,,,,,,,,,,DSCN1793-div1-zone_ztb_ny3_cjb,,cizye_tezkiresi,tezkire,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1793-div1-zone_skp_ty3_cjb,,summary_Croatian,summary,
,,,1767-06-28,1767-06-28,,,div1,,,,"... fī gürre-i Saferi'l-... sene ahadā ve semānīn ve mie ve elif



...



...





...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1963-div1-zone_h2t_1r2_djb,,hüccet,hüccet,
,,,2050-12-30,1767,,,div1,,,,... 1767,,,,,,,,,,,,,,,,,,,,,,DSCN1963-div1-zone_zdn_fr2_djb,,summary_Croatian,summary,
,,,1760-03-02,1760-03-02,,,div1,,,,"... fi'l-yevmi'l-hāmis ʿaşar Receb sene suls ve sabʿīn ve mie ve elif



...",,,,,,,,,,,,,,,,,,,,,,DSCN8953-div1-zone_cwx_rt1_2jb,,fermān_sūret,fermān,
,,,2050-12-30,1760-03-02|1760-03-13,,,div1,,,,Datum: 15. redžep 1173 - 13. mart 1760,,,,,,,,,,,,,,,,,,,,,,DSCN8953-div1-zone_phx_yt1_2jb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0658-div1-zone_exb_j2q_2mb,,tezkire,tezkire,
,,date_cert_unknown,1758-08-22,1758-08-22,,,div1,,,,"... fī 18 ... sene 171



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0102-div1-zone_vft_n55_2jb,,tezkire,tezkire,
,,,2050-12-30,1758,,,div1,,,,1758 ...,,,,,,,,,,,,,,,,,,,,,,DSCN0102-div1-zone_g4z_q55_2jb,,summary_Croatian,summary,
,,,1828-07-11,1828-07-11,,,div1,,,,"... sene 243



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9132-div1-zone_xrg_hgw_glb,,EMIN,emin,
,,,2050-12-30,1828-07-11,,,div1,,,,1243.,,,,,,,,,,,,,,,,,,,,,,DSCN9132-div1-zone_sxq_fgw_glb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2098-div1-zone_xpl_sw5_bmb,,unkown,unknown,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2098-div1-zone_qww_vw5_bmb,,unkown,unknown,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2487-1-div1-zone_h3p_jxx_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2487-1-div1-zone_fpd_5xx_ssb,,sened,sened,
,,,1825-08-31,1825-08-31,,,div1,,,,"... fī 17 M sene 241




...",,,,,,,,,,,,,,,,,,,,,,DSCN9052-div1-zone_pmb_knc_ykb,,mürāsele,mürāsele,
,,date_cert_unknown,2050-12-30,1825,,,div1,,,,... 1825,,,,,,,,,,,,,,,,,,,,,,DSCN9052-div1-zone_ww2_qmc_ykb,,summary_Croatian,summary,
,,,1820-10-06,1820-10-06,,,div1,,,,"işbu bin iki yüz otuz beş senesinde der ...
          ...
        


...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2113-div1-zone_kxh_dvj_cmb,,EMIN,emin,
,,,2050-12-30,1821|1820-10-06,,,div1,,,,"... 1821.
          Nno 41.
          1235",,,,,,,,,,,,,,,,,,,,,,DSCN2113-div1-zone_s1s_hvj_cmb,,summary_Croatian,summary,
,,,1810-04-05,1810-04-05,,,div1,,,,"... işbu bin iki yüz
          yiğirmi elli senesinde Martı ibtidāsından Şubatı gāyene değin zabt ve ...
        


...",,,,,,,,,,,,,,,,,,,,,,DSCN9046-div1-zone_bck_mtb_ykb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2485-3-div1-zone_jnr_y5x_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2485-3-div1-zone_xtz_mvx_ssb,,sened,sened,
,,date_cert_low,1828-03-19,1828-03-19,,,div1,,,,"... fī 4 N sene 243



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0512-div1-zone_op1_1xc_2mb,,izin_tezkire,tezkire,
,,,1785-12-26,1785-12-26,,,div1,,,,"... 24 S sene 1200




...",,,,,,,,,,,,,,,,,,,,,,DSCN2311-div1-zone_pmx_p5g_dmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2311-div1-zone_vsj_s5g_dmb,,summary_Croatian,summary,
,,,1814-06-26,1814-06-26,,,div1,,,,"... fī 9 B sene 221




...",,,,,,,,,,,,,,,,,,,,,,DSCN0260-div1-zone_pch_pst_xjb,,unknown,unknown,
,,,1844-05-13,1845-01-08|1844-05-13,,,div1,,,,"işbu bin iki yüz altmış senesinde der ...
          fī 25 R sene 1260



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9293-div1-zone_ndr_mzv_nlb,,EMIN,emin,
,,,2050-12-30,1844,,,div1,,,,A. 1844. Nno 10.,,,,,,,,,,,,,,,,,,,,,,DSCN9293-div1-zone_urf_lzv_nlb,,summary_Croatian,summary,
,,date_cert_medium,1825-01-06,1825-01-06,,,div1,,,,"fī 17 Ca sene 1240



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9287-div1-zone_lpx_yvv_nlb,,EMIN,emin,
,,,2050-12-30,1825|1825-08-13,,,div1,,,,... 1825 - 1240.,,,,,,,,,,,,,,,,,,,,,,DSCN9287-div1-zone_kcd_xvv_nlb,,summary_Croatian,summary,
,,,1845-01-04,1845-01-08|1845-01-04,,,div1,,,,"işbu bin iki yüz altmış senesinde der ...
          ... fī 25 Z sene 1260



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9291-div1-zone_q3y_myv_nlb,,EMIN,emin,
,,,2050-12-30,1844,,,div1,,,,"...
          1844. Nno 10.",,,,,,,,,,,,,,,,,,,,,,DSCN9291-div1-zone_ftd_lyv_nlb,,summary_Croatian,summary,
,,,1829-07-01,1829-07-01,,,div1,,,,"işbu bin iki yüz krık dört senesinde der ...
          



...




...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9285-div1-zone_vfx_bvv_nlb,,EMIN,emin,
,,,2050-12-30,1829|1829-07-01,,,div1,,,,"1829 - 1244. Nno 6.
          ...",,,,,,,,,,,,,,,,,,,,,,DSCN9285-div1-zone_ir3_1vv_nlb,,summary_Croatian,summary,
,,,1835-04-27,1835-04-27|0640-12-19,,,div1,,,,"Hüve
işbu bin iki yüz elli senesinde der ʿuhde ve iltizāmımızda ....
... fī 19



... fī 



... fī 





... fī 



... fī",,,,,,,,,,,,,,,,,,,,,,DSCN0289-div1-zone_dqx_3t5_xjb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,... fī,,,,,,,,,,,,,,,,,,,,,,DSCN0289-div1-zone_pzw_rt5_xjb,,summary_Croatian,summary,
,,,1796-11-20,1796-11-20,,,div1,,,,"... hurira fī Cemaziye'l-evvel fī 20 sene 1211




...",,,,,,,,,,,,,,,,,,,,,,DSCN2461-div1-zone_q3x_ptv_dmb,,mürāsele,mürāsele,
,,date_cert_low,1823-09-08,1823-09-08,,,div1,,,,"... fī 3 M sene 239



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2313-div1-zone_apm_cvg_dmb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2313-div1-zone_phx_kvg_dmb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2485-1-div1-zone_vbq_v5x_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2485-1-div1-zone_jxh_lvx_ssb,,sened,sened,
,,,1795-09-14,1795-09-14,,,div1,,,,"... işbu bin iki yüz on senesinin
          Martı ibtidāsından Şubatı gāyene değin zabt ü rabt ...
        


...",,,,,,,,,,,,,,,,,,,,,,DSCN9093-div1-zone_tfr_zb1_glb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9093-div1-zone_ndx_xb1_glb,,summary_Croatian,summary,
,,date_cert_unknown,2050-12-30,,,,div1,,,,"... fi'l-yevmi'l-sānī ve'l-ʿaşrīn ve ... Rebīʿl-āhir sene ... ve tisʿīn ve miyetein ve
						
elif",,,,,,,,,,,,,,,,,,,,,,DSCN0909-div1-zone_vsy_2ly_y3b,,kassām_deftrei,kassām,
,,date_cert_unknown,1877-12-26,1877-12-26,,,div1,,,,fī 21 ... 294,,,,,,,,,,,,,,,,,,,,,,DSCN0909-div1-zone_f1h_mly_y3b,,kassām_deftrei,kassām,
,,date_cert_low,1786-11-03,1786-11-03,,,div1,,,,... fi'l-yevmi'l-sānī ʿaşr min Muharrem'l-harām sene ahadī ve miyetein ve elif,,,,,,,,,,,,,,,,,,,,,,DSCN0921-div1-zone_ixf_m5y_y3b,,unknown,unknown,
,,date_cert_low,1816-03-19,1816-03-19,,,div1,,,,"... hurira fī 20 R sene 1231




...",,,,,,,,,,,,,,,,,,,,,,DSCN2105-div1-zone_nr1_zqj_cmb,,unkown,unknown,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2105-div1-zone_cny_brj_cmb,,unkown,unknown,
,,,1774-03-13,1774-03-13,,,div1,,,,"... sene 1188 tahrīren fī evā’il MuharramI'l-harām



...",,,,,,,,,,,,,,,,,,,,,,DSCN9050-div1-zone_oly_3lc_ykb,,EMIN,emin,
,,,2050-12-30,1774,,,div1,,,,... 1774,,,,,,,,,,,,,,,,,,,,,,DSCN9050-div1-zone_l1g_hlc_ykb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,... fī,,,,,,,,,,,,,,,,,,,,,,DSCN2111-div1-zone_uvf_j5j_cmb,,defter,defter,
,,date_cert_medium|date_cert_medium,2050-12-30,1858-08-09|1857-10-20,,,div1,,,,"sene 74
Foyniçe ve Bosna ve varoş-ı Kirşevo cemāʿtlerinin
                                                                           aʿaşār-ı taksit bedeli
                                                                           8750-8149=611
                                                                           teslīm
                                                                           5000-4149=8149
                                                                           ... Mehmed Ağa ʿuhdesinde olduğu
                                                                           sekiz bin ...
                                                                           2 Ra sene 74
...",,,,,,,,,,,,,,,,,,,,,,DSCN2111-div1-zone_l2r_3yh_j3b,,unknown,unknown,
,,,1772-04-02,1772-04-02,,,div1,,,,"... işbu bin yüz seksen beş senesinde
der ...
        


...



... 





...",,,,,,,,,,,,,,,,,,,,,,DSCN2139-div1-zone_ttw_33k_cmb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,"...
          Nno 20.",,,,,,,,,,,,,,,,,,,,,,DSCN2139-div1-zone_hfz_n3k_cmb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2487-3-div1-zone_mt1_mxx_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2487-3-div1-zone_mhl_wxx_ssb,,sened,sened,
,,,1829-07-01,1829-07-01,,,div1,,,,"Hüve
					Vech-i tahrīr-i temessük oldur ki
					İşbu bin iki yüz kırk dört senesinde der ʿuhde ve iltizāmımızda bulunan Kirşevo
mukātaʿasına tābiʿ VIRNKA karyesi hudūdunun TRŞNBAÇ ASYAB
					demekle mutasarrıf eyledüğü zimmī Īwān POLANDUF NOBT işbu dārendegân-ı
					Kirşevo varoş kilisanın gardiyānı nām mesfūre yiğirmi beş guruş
					mukābelesinde beyʿ-i bāt katʿiyle beyʿ edüb ve yine ASYAB DŞURA'da mutasarrıf
					nevbet mutasarrıf eyledüğü Īwān … ve kız karındaşı YALH mesfūr gardiyāna
					yiğirmi üç guruş mukābelesinde beyʿ-i bāt katʿiyle beyʿ edüb biz dahi
					me'mūr olduğum hasebiyle mesfūreye ... birle ve yedine işbu zabt
					temessük virildi 


...
						ʿĀlī el-me'mūr
						M 



[blank]",,,,,,,,,,,,,,,,Īwān POLANDUF NOBT|ʿĀlī,,Kirşevo|VIRNKA,,,,DSCN0100-div1-zone_x2h_4t5_2jb,,EMIN_zabt_temessük,emin,
,,,2050-12-30,1829,,,div1,,,,"Od ... 1829
gr: 53.",,,,,,,,,,,,,,,,,,,,,,DSCN0100-div1-zone_wx1_rt5_2jb,,summary_Croatian,summary,
,,,1828-08-19,1828-08-19,,,div1,,,,"... fī 8 S sene 244



... 



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN2071-div1-zone_brk_vk5_bmb,,EMIN,emin,
,,,2050-12-30,1828,,,div1,,,,1828.,,,,,,,,,,,,,,,,,,,,,,DSCN2071-div1-zone_uwc_dl5_bmb,,summary_Croatian,summary,
,,,1823-09-05,1823-09-05,,,div1,,,,"tahrīren sene semān ve selāsīn ve mieteyn ve elif



...




...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9124-div1-zone_kgg_3zv_glb,,EMIN,emin,
,,,1828-07-11,1828-07-11,,,div1,,,,"... sene 243



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9130-div1-zone_vyz_jfw_glb,,EMIN,emin,
,,,2050-12-30,1828|1828-07-11,,,div1,,,,"... 1828.
          1243.",,,,,,,,,,,,,,,,,,,,,,DSCN9130-div1-zone_a33_3fw_glb,,summary_Croatian,summary,
,,,2050-12-30,1785-05-13,,,div1,,,,"800 Hazīne-i hazret-i velīyü'n-niʿamîye 80 Harc-ı bāb 20 Kâtib-i dīvān efendiye 200 Benām-ı kethüdā beg hazīneye 200 kethüdā begye 1300 Vech-i meşrūh üzere Bālāde zikr olunan mebāliğ-ı mezbūrı tamāmen Hazīne-i hazret-i velīyü'n-niʿamîye teslīm edesiz fī 5 B sene 199



Sahh",,,,,,,,,,,,,,,,,,,,,,DSCN2065-div1-zone_g1s_mbh_j3b,,unknown,unknown,
,,,2050-12-30,,,,div1,,,,"...



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9118-div1-zone_ics_w5v_glb,,EMIN,emin,
,,,2050-12-30,1795,,,div1,,,,... 1795.,,,,,,,,,,,,,,,,,,,,,,DSCN9118-div1-zone_ffw_55v_glb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2059-div1-zone_s5y_tc5_bmb,,unkown,unknown,
,,,2050-12-30,1776,,,div1,,,,... 1776.,,,,,,,,,,,,,,,,,,,,,,DSCN2059-div1-zone_b5h_gd5_bmb,,summary_Croatian,summary,
,,date_cert_unknown|date_cert_medium,1787-12-30,1787-12-10|1788-09-29|1788-09-29|1787-12-30,,,div1,,,,"Vech-i tahrīr-i hurūf oldur ki
					
işbu bin iki yüz iki senesinde Mārtı ibtidāsından Şubātı gāyet[in]e varınca,
					der-ʿuhde ve iltizāmımızda
					
bulunan Kirşevo mukāta‘asında kiliseye merbūt olan karyelerin ʿaşār ve şerʿiyye [sic, aʿşār-ı şerʿiyye] ve rüsūmātı sāir
					
sene-i mezbūr iltizāmına tālib olan kilisanın baş ruhbānı Perpetre
seksen guruş mukābelesinde
					
der-ʿuhde ve iltizām olunub, ve aḳçasını ber-vech-i peşīn tarafımıza edā ve teslīm idüb, işbu
					
bin iki yüz iki senesinin hāsıl olan mahsūlātının ʿaşār-ı şerʿiyyesin [sic, aʿşār-ı şerʿiyyesin] ve rüsūm-ı sāire-
					
sin mesfūr zimmī Perpetre zabt ve ʿaşār-ı şerʿiyyesin [sic, aʿşār-ı şerʿiyyesin] ahz ve kabz idüb, ṭarafımızdan
					
ve ṭaraf-ı āhardan bir kimesne mānʿī olmaya ve müzāhım olmayalar tahrīr fī 21 Ra 1202




Kirşevo emīni Ahmad ...





Şühūdu’l-hāl
						
el-Hāci Müderres Efendi

Nuvābīzāde Süleyman Ağa

Breāder-i ʿAtāllāh Ağa",,,,,,,,,,,,,,,,,,,,,,DSCN0896-div1-zone_nxl_t34_c3b,,EMIN,emin,
,,,2050-12-30,1788-06-27,,,div1,,,,27 Juna 1788 ...,,,,,,,,,,,,,,,,,,,,,,DSCN0896-div1-zone_pwq_xj3_x3b,,summary_Serbian,summary,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1961-div1-zone_zx1_4q2_djb,,fetvā,fetvā,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1961-div1-zone_tq5_pq2_djb,,summary_Croatian,summary,
,,date_cert_low,1819-09-30,1819-09-30,,,div1,,,,"... fī 11 ... sene 1234



...




... fī",,,,,,,,,,,,,,,,,,,,,,DSCN8979-div1-zone_uq5_q2s_wkb,,EMIN,emin,
,,,1829-07-01,1829-07-01,,,div1,,,,"hüve
					Be-her taksit yiğirmi para tekâlif virmek şartıyla kayd olundu
					Vech-ı tahrīr-i temessük oldur ki
					işbu bin iki yüz kırk dört senesinin der ʿuhde ve iltizāmımızda
					bulunan Kirşevo mukātaʿasına tābiʿ KOYSINE karyesinde bir kıtʿa
					tarla ZAKOTNÇE demekle mutasarruf eyledüğü zimmī ʿAnton Okiç nām-ı mesfūr
					üç taraf müiteri olan zimmī gardiyān tarlaları ve taraf-ı rābiʿ
					tarīk-i hāss işbu dārende-i temessül Kirşevo varoş kilisanın
					gardiyān nām mesfūr resm tapu ile elli beş guruş mukābelesinde
					beʿy-i bāt katʿiyle beʿy edüb ol dahi kabūl biz dahi mukātaʿa
					emīn bulunduğumuz hasebiyle kilisanın rāhiblere tefvīz birle
					ve yedine işbu zabt-ı temessük virildi
				


Bende
						ʿAlī el-me'mūr
						M
					


...
							





Şühūdu'l-hāl
						ʿAbd b ʿAlemdār
FEYZ Ağa
KOGIK Mollā MUSTAFA
ve gayrihim mine'l-...",,,,,,,,,,,,,,,,ʿAnton Okiç,,ZAKOTNÇE,,,,DSCN2298-div1-zone_j4q_pmw_j3b,,EMIN_zabt_temessük,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2298-div1-zone_gwf_zmg_dmb,,defter,defter,
,,,2050-12-30,1829|1829-07-01,,,div1,,,,"...
					... 1829.
					Nno 6. 1244.
					5",,,,,,,,,,,,,,,,,,,,,,DSCN2298-div1-zone_bly_zmg_dmb,,summary_Croatian,summary,
,,,1866-06-12,1866-06-12,,,div1,,,,"... fī 29 Muharrem sene 1283



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN1949-div1-zone_nkv_lzd_djb,,tapu_senedi_sūret,tapu,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1949-div1-zone_wl5_mzd_djb,,tuğra_sūret,tuğra,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1949-div1-zone_lky_4zd_djb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2273-div1-zone_av5_gcg_dmb,,yafta,yafta,
,,,1834-12-24,1834-05-08|1834-12-24,,,div1,,,,"bin iki yüz kırk dokuz senesi 
... fī 23 Ş sene 250



...



... 





...",,,,,,,,,,,,,,,,,,,,,,DSCN0302-div1-zone_fj4_5cn_2kb,,EMIN,emin,
,,,2050-12-30,1834,,,div1,,,,... 1834.,,,,,,,,,,,,,,,,,,,,,,DSCN0302-div1-zone_kw5_cdn_2kb,,summery_Croatian,summary,
,,,1847-12-07,1847-12-07,,,div1,,,,"işbu bin iki yüz altmış üç senesinde der... 



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0316-div1-zone_zdg_fbp_2kb,,EMIN,emin,
,,,2050-12-30,1848,,,div1,,,,... 1848.,,,,,,,,,,,,,,,,,,,,,,DSCN0316-div1-zone_o4c_qbp_2kb,,summary_Croatian,summary,
,,,1839-05-01,1839-05-01,,,div1,,,,"... fī 17 S sene 255




...",,,,,,,,,,,,,,,,,,,,,,DSCN2267-div1-zone_tms_szf_dmb,,tezkire,tezkire,
,,,1803-04-26,1803-04-26,,,div1,,,,"... fī 5 el-yevm M sene 1218



...",,,,,,,,,,,,,,,,,,,,,,DSCN1746-div1-zone_ld5_1fh_cjb,,iʿlām,iʿlām,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1746-div1-zone_vxk_cfh_cjb,,summary_Croatian,summary,
