aspectRatioType,calligraphy,cert,created,date,date_H,date_M,element,foldingMethod,fond,from,fulltext,huve,item,lang,lineage,memo,nameFull,note,note-mine,note-relation,note-sumamry,note-summary,note-summery,note-translation,number,openingPhrase,persName,placeFull,placeName,relationWithAnotherItems,stamp_c,stamp_o,title,transcription,type,type_formatted,witness
,,,2050-12-30,1820,,,div1,,,,"Tapia od zemglie zvane Imamo-
					vina iva, koliko remglia, koliko
					thumma, u Trvavkoirchim i po
					kojimi, koju kupismo godine gos(?)
					1820. na 1000(?). gro: ohim Emi-
					nu, momeim, i arza po kavam.
					Av1275(1235?).
					Nno 2.",,,,,,,,,,,,,,,,,,,,,,DSCN0154-div1-zone_b3x_g5w_2jb,,summary_Croatian,summary,
,,,1780-12-25,1780-12-25,,,div1,,,,"...
          ... sene 194



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2179-div1-zone_csf_x3y_cmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2179-div1-zone_svg_bjy_cmb,,summary_Croatian,summary,
,,,1814-12-11,1814-12-11,,,div1,,,,"işbu bin iki yüz yiğirmi dokuz senesinde Kirşevo ... 



...",,,,,,,,,,,,,,,,,,,,,,DSCN9038-div1-zone_e3z_pkp_xkb,,EMIN,emin,
,,,1831-06-09,1831-06-09,,,div1,,,,"işbu bin iki yüz krık altı senesinde der... 
          



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2145-div1-zone_ag1_3lk_cmb,,EMIN,emin,
,,,2050-12-30,1831-06-09,,,div1,,,,"... 1246.
          Nno 18.",,,,,,,,,,,,,,,,,,,,,,DSCN2145-div1-zone_zbt_klk_cmb,,summary_Croatian,summary,
,,date_cert_low,1869-07-02,1869-07-02,,,div1,,,,"... fī 23 Ra sene 86



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0746-div1-zone_bcb_25q_2mb,,tezkire,tezkire,
,,,2050-12-30,1813-03-31,,,div1,,,,"Hüve
Vech-i tahrīr-i hurūf budur ki
hālā ʿuhde ve iltizāmımızda bulunan Kirşevo mukātaʿasından ...
... karyeleri hāsıl olan ʿaşār ʿöşür-i şerʿiyesini
ve rusūmāt sā'iresine tapunām[e]den gayri işbu bin iki yüz yiğirmi sekiz senesine Mart
ibtidāsından Şubatı gāyetine değgin zabt ve rabt ve rusūm sā'iresini ahz ve kavza tālib
ve rāgib olan işbu dārende-i temessük zimmī [人名] rāhib bedeli mukābelesinden
yalnız yüz yiğirmi guruş ber-vech-i peşīn tarafımıza edā ve teslīm etmiştir bi-menneh-i taʿālā sene itmāmına
varınca zabt ve rabtına rūsūm sā'iresini ahz ve kabza işbu mesfūrun yedine
zabt ve temessükümüz virildi tarafımızdan ve taraf-ı āhardan bir kimesne māniʿ eylemeler



... Dervīş Mehmed el-me'mūr M",,,,,,,,,,,,,,,,Dervīş Mehmed,,,,,,DSCN0975-div1-zone_ufg_g2f_z3b,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0975-div1-zone_dxr_5t3_1jb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0975-div1-zone_aql_wt3_1jb,,stamp,stamp,
,,,2050-12-30,1873,,,div1,,,,1873,,,,,,,,,,,,,,,,,,,,,,DSCN0975-div1-zone_z3b_xt3_1jb,,summary_Croatian,summary,
,,date_cert_unknown,1818-03-17,1818-03-17|1818-03-17,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūf oldur ki
					işbu bin iki yüz otuz üç senesinde Martı hesābıyle māh-ı Cemaziye-i evvel onuncu gününde
der ʿuhde ve iltizāmımızda bulunan Kirşevo mukātaʿasında KOYSINE karyesinde NUCK İbrāhīm ve Alī'nin
					ve diğer NUCK oğulları Sālih'in ve Hüseyin'in merkūmların taht-ı tasarrıfında
					ve yine İbrāhīm'in
					zevcesinin ʿĀyşe'nin bint-i ... üçüncü hisse(?) kendi tasarrıfında zevc İbrāhīm
					vekīl etmiş ve merkūmların ve ʿĀyşe'nin taht-ı tasarrıfında bulunan mülk emlāk ve arāzī-i
					mīrīye ve beyne'l-ahāli ve'l-cīrān maʿlūmetü’l-hudūd koru örsüyle(?) ve korusuyle ve her ne ki
					var ise hudūd dāhilinde işbu dārende-i hurūf ruhbānlara kiliseye meşrūt olmak
					üzere beş yüz seksen guruş mukābelesinde beyʿ-i bāt katʿiyle beyʿ [ü] ferāğ merkūmlar NUCK oğulları
					ve İbrāhīm kendi zevce tarafından tamāmen akça ahz ve mezbūr rubānlar tapuya tālib ve rāgib olmağla
					biz dahi me'mūr olduğumuz hasebiyle biz dahi revā görüb ve tapuyı tahrīr ve kānūn-ı pādişāhī
					üzere resm ahz ve tapuyı mesfūrların yedine virildi mā-dām ki senesine ʿaşār-ı şerʿiye
					-sin[i] ve rusūmāt-ı ʿörfiyesin[i] taraf-ı mīrīye rāciʿ oluna be-her sene edāyle tarafımızdan ve taraf-ı
					āhardan bir kimesne māniʿ olumaya fī 10 Ca 1233



Bende Süleymān el-me'mūr
					


Hodābend Süleymān





Şühūdu'l-hāl
						Sayaylı Kara İbrāhīm Ağa Paşa
						Kirşevolu Feyzullāh Ağa
						Kirşevolu Dervīş Ağa Serdār-ı Sābık
						[地名？] Sālif Beşe
						[地名？] ʿAbdī ʿAlemdār
						ve gayruhum",,,,,,,,,,,,,,,,NUCK İbrāhīm|Alī|Sālih|Hüseyin|ʿĀyşe|ruhbānlara|Süleymān|Süleymān|Sayaylı Kara İbrāhīm|Kirşevolu Feyzullāh|Kirşevolu Dervīş|[地名？] Sālif|[地名？] ʿAbdī,,KOYSINE,,,,DSCN0961-div1-zone_rsg_lrz_y3b,,EMIN,emin,
,,,2050-12-30,1819|1818-10-29,,,div1,,,,"... 1819. 1233.
					Nno 5.
					48",,,,,,,,,,,,,,,,,,,,,,DSCN0961-div1-zone_uls_nrz_y3b,,summary_Croatian,summary,
,,,1818-03-17,1818-03-17,,,div1,,,,... fī 10 Ca 1233,,,,,,,,,,,,,,,,,,,,,,DSCN0961-div1-zone_ydg_yyj_1jb,,EMIN_sūret,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0961-div1-zone_a5c_1zj_1jb,,stamp_sūret,stamp,
,,,2050-12-30,1819|1818-10-29,,,div1,,,,"... 1819. 1233.
					Nno 5.",,,,,,,,,,,,,,,,,,,,,,DSCN0961-div1-zone_fcy_1zj_1jb,,summary_Croatian,summary,
,,date_cert_low,1855-10-08,1855-10-08,,,div1,,,,... fī 27 Muharrem sene 72,,,,,,,,,,,,,,,,,,,,,,DSCN0949-div1-zone_h1h_bdz_y3b,,unknown,unknown,
,,,2050-12-30,,,,div1,,,,"... 1856 ...1628
1267 ... 1273",,,,,,,,,,,,,,,,,,,,,,DSCN0949-div1-zone_tnj_2dz_y3b,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2192-div1-zone_y2t_lpy_cmb,,fetvā,fetvā,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2192-div1-zone_bwb_4py_cmb,,summary_Croatian,summary,
,,date_cert_medium,1781-11-06,1781-11-06,,,div1,,,,"... fī 20 Za sene 195



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2409-div1-zone_bcl_dq5_dmb,,mürāsele,mürāsele,
,,,2050-12-30,1782,,,div1,,,,"...
          1782",,,,,,,,,,,,,,,,,,,,,,DSCN2409-div1-zone_bwt_hq5_dmb,,summary_Croatian,summary,
,,,1848-01-05,1848-01-05,,,div1,,,,"... fī M sene 264



...
						



...
							





...",,,,,,,,,,,,,,,,,,,,,,DSCN0578-div1-zone_qg5_bmj_2mb,,EMIN,emin,
,,,1848,1848,,,div1,,,,... 1848.,,,,,,,,,,,,,,,,,,,,,,DSCN0578-div1-zone_vkg_hmj_2mb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN2347-div1-zone_qch_chn_dmb,,tezkire,tezkire,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2347-div1-zone_q2z_hhn_dmb,,unknown,unknown,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9212-div1-zone_dw5_mqt_klb,,cizye_senedi,sened,
,,,1801-06-04,1801-06-04,,,div1,,,,"ve hurira fī yevmi'l-sālis ʿaşrīn min Muharremi'l-harām sene sitte ʿaşar ve mieteyn ve elif



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN0550-div1-zone_cwv_nz3_2mb,,hüccet,hüccet,
,,,1821-09-26,1821-09-26,,,div1,,,,"... fī sene 236




...
						




...",,,,,,,,,,,,,,,,,,,,,,DSCN0236-div1-zone_qyz_gfk_kjb,,EMIN_temessük,emin,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2421-div1-zone_ewh_kw5_dmb,,defter,defter,
,,,1800-05-23,1800-05-23,,,div1,,,,"Hüve
					Vech-i tahrtahrīr-i hurūf budur ki
					der ʿuhde ve iltizāmımızda bulunan Kirşevo mukātaʿası kurālarıda VLSINA karyesi hudūd dāhilinde vākiʿ
					iki kıtʿa
					tarla LUÇİÇE maʿa İSTRAN demekle maʿrūf hudūd ... sıyla mutasarrıf olan … zimmī  BURNB ve sā'rlerisine(?)
					hakk-ı ve karār işbu dārende-i hurūf Kirşevo kilisasında(?) gardiyān zimmī BRABLA ve sā'ir
						ruhbānlarına
krık dört büçük guruş mukābelesinde tasarrıfına ferāğ ve tefevvüz ve tesellum edüb mesfūrlar kabūl eyledikten sonra
					tasarrıfiyçün tarafımızdan ... etmeleriyle biz dahi me'mūriyetimiz hasebiyle tapu ile tafvīz edüb
					mā-dām ki sāl be-sāl ʿaşār-i şerʿiye ve rüsūm-u sā'ire edā geldiği(?) minvāl-i meşrūh
					üzere sāhib-i arz olunlaraolanlara edā etmeleriyle tarafımızdan işbu tapu nāme virilib
					taraf-ı āhardan kimesne māniʿ olmaya sene 1214



...
						...
						...
						Emīn-i
						Kirşevo




Şühūdu'l-hāl
						TOMİÇ Andriye
TİRİÇ Peter
ŞELAVİYE Peter
TOYİÇ Martin
Marko BUÇO",,,,,,,,,,,,,,,,"BRABLA|sā'ir
						ruhbānlarına|TOMİÇ Andriye|TİRİÇ Peter|ŞELAVİYE Peter|TOYİÇ Martin|Marko BUÇO",,Kirşevo|VLSINA|LUÇİÇE maʿa İSTRAN|Kirşevo|Kirşevo,,,,DSCN0222-div1-zone_r4k_zck_kjb,,EMIN_tapu_nāme,emin,
,,,2050-12-30,1800|1800-05-23,,,div1,,,,"Tap juja Kako uzesmo od taze Okica raonu
					shranu i Lueieu do Mujakova 1800. gr. 44. per 20.
					1214.
					Nno 5.
					61",,,,,,,,,,,,,,,,,,,,,,DSCN0222-div1-zone_lhw_bdk_kjb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9206-div1-zone_zx4_1pt_klb,,cizye_senedi,sened,
,,date_cert_unknown,1865-05-04,1865-05-04,,,div1,,,,"... fī 9 ... sene 81




...
						



...
							





...
						



...
							





...
						



...
							





...
						



...",,,,,,,,,,,,,,,,,,,,,,DSCN1882-div1-zone_g4r_jqw_cjb,,ʿilmühaber_tapu_senedi,ʿilmühaber,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2491-5-div1-zone_izl_lby_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2491-5-div1-zone_md1_gcy_ssb,,sened,sened,
,,,1868-01-22,1868-01-22|1866-05-25,,,div1,,,,"... fī 28 Ramazān sene 84 ve fī 11 Kānūn-u Sānī sene 83





...",,,,,,,,,,,,,,,,,,,,,,DSCN0544-div1-zone_i3p_fx3_2mb,,unknown,unknown,
,,,1802-05-13,1802-05-13,,,div1,,,,"...
          fī 11 M sene 1217




...",,,,,,,,,,,,,,,,,,,,,,DSCN2353-div1-zone_uyf_4jn_dmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1869-div1-zone_ub4_h1w_cjb,,ʿarz-ı_hāl,ʿarzıhāl,
,,,1807-07-14,1807-07-14,,,div1,,,,buyuruldu fī 9 Ca sene 222,,,,,,,,,,,,,,,,,,,,,,DSCN1869-div1-zone_tmg_k1w_cjb,,buyuruldu,buyuruldu,
,,,1807-07-26,1807-07-26,,,div1,,,,"... fī 21 sene 1222



...",,,,,,,,,,,,,,,,,,,,,,DSCN1869-div1-zone_gxx_l1w_cjb,,iʿlām,iʿlām,
,,,1807-08-03,1807-08-03,,,div1,,,,buyuruldu fī 29 Ca sene 222,,,,,,,,,,,,,,,,,,,,,,DSCN1869-div1-zone_i2j_41w_cjb,,buyuruldu,buyuruldu,
,,,1785-01-08,1785-01-08,,,div1,,,,"...



...





... fī 27 S sene 199



...





...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1855-div1-zone_cmm_xkq_cjb,,ʿarz-ı_hāl_buyuruldu_sūret,ʿarzıhāl,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1855-div1-zone_xfl_zkq_cjb,,ʿarz-ı_hāl_sūret,ʿarzıhāl,
,,,1785-01-08,1785-01-08,,,div1,,,,"... fī 27 S sene 199



...",,,,,,,,,,,,,,,,,,,,,,DSCN1855-div1-zone_unb_dlq_cjb,,buyuruldu_sūret,buyuruldu,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2390-div1-zone_kyr_rws_dmb,,EMIN,emin,
,,,1772-07-11,1772-07-11,,,div1,,,,"... fī evāsit Rebī'ü'l-āhir sene sitte ve semānīn ve mie ve elif



...



...





...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1841-div1-zone_ddr_s1q_cjb,,hüccet,hüccet,
,,,2050-12-30,1772,,,div1,,,,... 1772,,,,,,,,,,,,,,,,,,,,,,DSCN1841-div1-zone_b15_x1q_cjb,,summary_Crotatian,summary,
,,,1868-02-14,1868-02-14,,,div1,,,,... fi'l-yevmi'l-hādā ve'l-ʿaşrīn min şehr Şevvālı'l-mükerrem sene arbaʿa ve semānīn ve mieteyn ve elif,,,,,,,,,,,,,,,,,,,,,,DSCN1699-div1-zone_ngr_yry_1jb,,hüccet_varaka,hüccet,
,,,2050-12-30,,,,div1,,,,Nno 7.,,,,,,,,,,,,,,,,,,,,,,DSCN1699-div1-zone_nj3_hsy_1jb,,summary_Croatian,summary,
,,,1780-08-25,1780-08-25,,,div1,,,,"... fī 25 Ş sene 194



...",,,,,,,,,,,,,,,,,,,,,,DSCN1857-div1-zone_vjp_wnq_cjb,,mürāsele,mürāsele,
,,,2050-12-30,1780,,,div1,,,,... 1780,,,,,,,,,,,,,,,,,,,,,,DSCN1857-div1-zone_mzg_znq_cjb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1843-div1-zone_xht_rbq_cjb,,ʿarz-ı_hāl,ʿarzıhāl,
,,,1826-06-03,1826-06-03,,,div1,,,,buyuruldu fī 27 Ş sene 241,,,,,,,,,,,,,,,,,,,,,,DSCN1843-div1-zone_cjv_tbq_cjb,,buyuruldu,buyuruldu,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9210-div1-zone_znj_ypt_klb,,cizye_senedi,sened,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9210-div1-zone_hzc_xpt_klb,,memo,note,
,,,1801-10-08,1801-10-08,,,div1,,,,"hurira fī 1 C sene 1216




...",,,,,,,,,,,,,,,,,,,,,,DSCN2345-div1-zone_of1_jgn_dmb,,unknown,unknown,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2345-div1-zone_ubh_lgn_dmb,,summary_Croatian,summary,
,,,1798-03-25,1798-03-25,,,div1,,,,"... fī 8 L sene 1212




...",,,,,,,,,,,,,,,,,,,,,,DSCN2351-div1-zone_eyn_t3n_dmb,,ʿilmühaber,ʿilmühaber,
,,,2050-12-30,1798,,,div1,,,,... 1798.,,,,,,,,,,,,,,,,,,,,,,DSCN2351-div1-zone_o1y_w3n_dmb,,summary_Croatian,summary,
,,,1820-12-12,1820-12-12,,,div1,,,,"fī 7 Ra sene 236



...",,,,,,,,,,,,,,,,,,,,,,DSCN0546-div1-zone_y25_gy3_2mb,,tezkire,tezkire,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1658-div1-zone_lsh_2pk_1jb,,ʿarz-ı_hāl,ʿarzıhāl,
,,date_cert_medium,1782-07-17,1782-07-17,,,div1,,,,... buyuruldu fī 7 Ş 196,,,,,,,,,,,,,,,,,,,,,,DSCN1658-div1-zone_uzh_2pk_1jb,,buyuruldu,buyuruldu,
,,,2050-12-30,1782,,,div1,,,,1782 ...,,,,,,,,,,,,,,,,,,,,,,DSCN1658-div1-zone_rzc_3pk_1jb,,summary_Croatian,summary,
,,,1837-04-05,1837-04-05,,,div1,,,,"Hüve
					Vech-i tahrīr-i temessük oldur ki
					işbu bin iki yüz elli iki senesinde ʿuhdemizde bulunan Kirşevo mukātaʿasında Müslimīn
					cemāʿatında KUSYNE hudūud ... mülk-i menzilhāne ve iki tāne ... mülk-i ve bir kıtʿa tarla ZAKURNAÇE demekle
					karye-i mezkūrde sākin zimmī MIYU veled-i ʿAnton kend-i taht-ı tasarrıfında iken ve kız karndaşı
					nasrānī PAVLİYYE nām kendi tasarrıfında bir kıtʿa tarla ISTARAKUÇA demekle zimmī
						MIYU ve kız karndaşı
					nasrānī PAVLİYYE nām ... resmiyle bin üç yüz guruş bedeli mukābelesinde beyʿ-i bāt katʿiyle
					beyʿ edüb Kirşevo varoş kilisada gardiyāna zimmī mesfūrların ... cümle
					beyʿ edüb ... iki nevbet ve bir ... beyʿ edüb ol dahi kabūl biz dahi
					mukātaʿa emīni bulunduğum hasebiyle Kirşevo varoş kilisada gardiyāna tafvīz birle ve yedine
					işbu zabt temessük virildi tarafımızdan ve taraf-ı āhardan bir kimesne māniʿ olunmaya 


Mehmed Emīn-i Mukā-
						taʿa-i Kirşevo
Hālā
						M 



Şühūdu'l-hāl
						Dervīş Ağa Kirşevolı
Saraylı Mollā Sālih
Zimmī Petar ŞÖNİÇ
Zimmī PAVUDAYA
Zimmī İstepān GĀGO
ve gayrihim",,,,,,,,,,,,,,,,PAVLİYYE|MIYU|PAVLİYYE|gardiyāna|Dervīş Ağa Kirşevolı|Saraylı Mollā Sālih|Zimmī Petar ŞÖNİÇ|Zimmī PAVUDAYA|Zimmī İstepān GĀGO,,Kirşevo|KUSYNE|ZAKURNAÇE|ISTARAKUÇA|Kirşevo|Kirşevo|Kirşevo,,,,DSCN0220-div1-zone_abs_mck_kjb,,EMIN_zabt_temessük,emin,
,,,2050-12-30,1910-12-31|1837,,,div1,,,,"Tapia na Mileh, i ojtalu Hlaku Koju Keipijmo od Meata Oki
					ha Pavli,i Mijhe Trogarliicha, sve ojsem Mekote Za
					1328.+ 600
					Nno 6.
					1837.
					63",,,,,,,,,,,,,,,,,,,,,,DSCN0220-div1-zone_dtl_pck_kjb,,summary_Croatian,summary,
,,,1776-05-12,1776-05-12,,,div1,,,,"hurira fī 24 min Rebi'ü'l-evvel sene 1190



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2379-div1-zone_xz2_gwn_dmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2379-div1-zone_ck1_kwn_dmb,,summary_Croatian,summary,
,,,1852-06-24,1852-06-24,,,div1,,,,"... fi'l yevmi'l-sābiʿ min şehr
                  Ramazāni'l-mübārek sene semān sittīn ve mieteyn ve elif



...",,,,,,,,,,,,,,,,,,,,,,DSCN1664-div1-zone_x1f_zyw_1jb,,hüccet,hüccet,
,,,1852-06-25,1852-06-25|1852-08-18|1852-10-13,,,div1,,,,"... fī 8 N 68



...




na 18. Kolovoza 1852. Kako ...
... 1268",,,,,,,,,,,,,,,,,,,,,,DSCN1664-div1-zone_qnz_2zw_1jb,,buyuruldu,buyuruldu,
,,,2050-12-30,1852-08-18|1852-10-13,,,div1,,,,"na 18. Kolovoza 1852. Kako ...
... 1268",,,,,,,,,,,,,,,,,,,,,,DSCN1664-div1-zone_lkk_k1x_1jb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2184-div1-zone_y4d_xly_cmb,,unkown,unknown,
,,,2050-12-30,1807,,,div1,,,,"...
          1807.",,,,,,,,,,,,,,,,,,,,,,DSCN2190-div1-zone_oxt_p4y_cmb,,unkown_Croatian,unknown,
,,,1835-04-27,1835-04-27,,,div1,,,,"işbu bin iki yüz elli senesinde der ... 
          



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN2147-div1-zone_gcj_2mk_cmb,,EMIN,emin,
,,,2050-12-30,1837|1835-04-27,,,div1,,,,"... 1837.
          1250. Nno 23.
          119",,,,,,,,,,,,,,,,,,,,,,DSCN2147-div1-zone_y2l_jmk_cmb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2493-5-div1-zone_wlv_t2y_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2493-5-div1-zone_swp_ffy_ssb,,sened,sened,
,,,1849-11-14,1849-11-14,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūf oldur ki
					işbu bin iki yüz altmış beş senesinde der ʿuhde ve iltizāmımızda bulunan Kirşevo
					mukātaʿası Kirşevo varoş
					hudūd dāhilinde arāzī-i mīrīye bir kıtʿa tarla LPA demekle mutasarrıf olan zimmī YUZU
						SANIK bir taraf DOMIN tarlası
					ve taraf-ı sānī Īvān LULUYK tarlası ve taraf-ı sālis ZABU tarlası ve taraf-ı rābiʿ
					tarīk-i ʿām hudūd ile mahdūd
					ve mümtāz olup işbu dārende-i hurūf Kirşevo varoş kilisadan gardiyān nām-ı mesfūre resm tezkire ile
					iki yüz elli guruş ... mukābelesinde beyʿ-i bāt katʿiyle beyʿ edüp biz dahi me'mūrimiz hasebiyle resm-i bedel
					ahz mesfūr gardiyāna tafvīz ve yedine işbu zabt-ı tezkire virildi mā-dām ki be-her sene mīrīye rāciʿ
					olan ʿöşr-i rüsūmāt edā tarafımızdan ve taraf-ı āhardan bir kimesne māniʿ olunmaya 


El-me'mūr Mehmed
Emīn-i Mukā-
						taʿa-i Kirşevo
Hālā
						M 


Mehmed ...
							... 




Şühūdu'l-hāl
						MRZAN Mollā Ahmad ʿan Kirşevo
Zimmī APARİÇE ŞÖYNİK ʿan Kirşevo
Zimmī TONAYAN ʿan Kirşevo
ve gayrihim",,,,,,,,,,,,,,,,"YUZU
						SANIK|DOMIN|Īvān LULUYK|ZABU|gardiyān|Mehmed|Mehmed|Ahmad|APARİÇE|TONAYAN",,Kirşevo|Kirşevo|LPA|Kirşevo|Kirşevo|Kirşevo|Kirşevo|Kirşevo,,,,DSCN0181-div1-zone_vfc_srm_3jb,,EMIN_zabt_tezkire,emin,
,,,1788-02-22,1788-02-22,,,div1,,,,"... fī 16 Cemaziye'l-evvel sene 1202



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2033-div1-zone_tv3_sc4_bmb,,mürāsele,mürāsele,
,,,1804-08-25,1804-08-25,,,div1,,,,"... fī 19 Ca sene 19




...",,,,,,,,,,,,,,,,,,,,,,DSCN0624-div1-zone_i5w_bdk_2mb,,beyāz_üzerine_buyuruldu,buyuruldu,
,,,2050-12-30,1853-10-02,,,div1,,,,... 1269.,,,,,,,,,,,,,,,,,,,,,,DSCN0624-div1-zone_cft_2dk_2mb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2495-3-div1-zone_n5c_rgy_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2495-3-div1-zone_er2_dhy_ssb,,sened,sened,
,,,1806-02-07,1806-02-07,,,div1,,,,... fī 19 Za sene 1220,,,,,,,,,,,,,,,,,,,,,,DSCN0618-div1-zone_x24_21k_2mb,,beyāz_üzerine_buyuruldu_sūret,buyuruldu,
,,,2050-12-30,,,,div1,,,,"...



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0618-div1-zone_mcq_h1k_2mb,,note,note,
,,,1858-09-30,1858-09-30,,,div1,,,,"... fī 22 S sene 75



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0383-div1-zone_l5q_h51_qkb,,unknown,unknown,
,,,1842-06-26,1842-06-26,,,div1,,,,"... fī 18 Ca sene 258


...",,,,,,,,,,,,,,,,,,,,,,DSCN1937-div1-zone_g3k_snd_djb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1937-div1-zone_gd3_xpd_djb,,summary_Croatian,summary,
,,date_cert_low,1842-02-10,1842-02-10,,,div1,,,,"... fī ... sene 57



Bende ... Ahmad",,,,,,,,,,,,,,,,,,,,,,DSCN0397-div1-zone_bvs_223_qkb,,makbūz,makbūz,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2497-1-div1-zone_dxx_r3y_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2497-1-div1-zone_es1_djy_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... işbu iki yüz senesinde
          ve iki yüz bir senesi
        


...



...





...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9364-div1-zone_pmt_ffg_zlb,,tezkire,tezkire,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9364-div1-zone_txh_dfg_zlb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9364-div1-zone_yqd_2fg_zlb,,summary_Croatian,summary,
,,date_cert_unknown,1784-10-20,1784-10-20,,,div1,,,,"... fī 6 sene 198




...",,,,,,,,,,,,,,,,,,,,,,DSCN2231-div1-zone_e5h_ygz_cmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2231-div1-zone_iby_dhz_cmb,,summary_Croatian,summary,
,,,1837-04-05,1837-04-05,,,div1,,,,"işbu bin iki yüz elli iki senesinde der ... 
          



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9370-div1-zone_jnq_y3g_zlb,,EMIN,emin,
,,,1846-09-09,1846-09-09,,,div1,,,,"... fī 19 N sene 62



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN9358-div1-zone_zdp_21g_zlb,,EMIN,emin,
